@relation data_training-weka.filters.unsupervised.attribute.Remove-R1-2

@attribute age {0,1,2,3,4,5,6,7,8,9,10}
@attribute aadt numeric
@attribute trucks numeric
@attribute elevation numeric
@attribute precip numeric
@attribute min_temp numeric
@attribute max_temp numeric
@attribute wet_days numeric
@attribute freeze_thaw numeric
@attribute rut_depth numeric
@attribute number_of_lanes {1,2,3}
@attribute sys_id {1,2,3}
@attribute f_class {1,2,3,4,5,6,7}
@attribute category {1,2,3,4,5}
@attribute psi numeric

@data
6,13000,3250,4250,6,36,67,41,154,0.01,2,1,1,1,4.09
1,80,3,5250,6.88,37,68,37,143,0.19,1,3,6,5,2.43
0,300,30,8250,14.47,22,53,53,198,0.1,1,3,5,4,3.56
3,3050,425,5250,10.35,32,63,50,183,0.098,1,2,3,2,4.24
4,170,14,5750,10.6,30,62,63,189,0.133,1,3,5,5,2.53
2,3225,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.07
0,285,30,5750,7.71,34,66,40,156,0.07,1,3,4,4,3.75
0,3943,1550,3750,5.55,38,69,38,119,0.11,2,1,1,1,4.46
4,9000,2375,2250,3.07,52,83,18,43,0.082,2,1,1,1,4.05
1,360,50,5750,10.6,30,62,63,189,0.1,1,2,3,3,4.32
0,1675,460,4250,5.8,41,73,31,100,0.02,1,2,3,2,4.42
0,110,25,4750,6.28,39,71,34,129,0,1,3,4,5,3.9
2,21000,5254,3250,7.58,41,70,36,108,0.078,3,1,1,1,3.12
0,600,65,5250,6.88,37,68,37,143,0.09,1,3,4,4,3.71
4,4075,1460,4250,6,36,67,41,154,0.02,2,1,1,1,4.35
0,22250,500,2250,3.07,52,83,18,43,0,2,3,3,2,3.33
1,3975,1283,4250,6,36,67,41,154,0.05,2,1,1,1,4.44
6,550,56,5750,7.71,34,66,40,156,0.034,1,3,4,4,3.3
1,430,86,6750,18.25,32,57,73,145,0.03,1,2,3,3,4.24
1,3950,1619,4250,6,36,67,41,154,0.08,2,1,1,1,4.41
5,3200,1413,5250,7.95,31,63,56,216,0.054,2,1,1,1,3.81
5,360,88,5750,10.6,30,62,63,189,0,1,2,3,3,4.31
0,3533,1620,4250,6.65,36,67,41,154,0.01,2,1,1,1,4.39
4,3400,1470,5250,7.95,31,63,56,216,0.075,2,1,1,1,3.7
6,1050,360,5750,10.6,30,62,63,189,0.051,1,2,3,2,4.14
4,22000,3026,2750,5.17,50,80,22,69,0.052,3,1,1,1,3.93
7,3700,1339,4250,6,36,67,41,154,0.026,2,1,1,1,3.87
2,175,33,4250,6,36,67,41,154,0.15,1,3,5,5,3.59
3,47000,1500,2250,3.07,52,83,18,43,0.09,2,2,2,1,4.23
2,21500,2818,2750,5.17,50,80,22,69,0.031,3,1,1,1,3.77
3,1050,360,6250,14.05,31,59,67,165,0.08,1,2,3,2,4.14
3,9000,2087,2250,3.07,52,83,18,43,0.032,2,1,1,1,4.13
2,1650,473,4250,5.8,41,73,31,100,0.018,1,2,3,2,4.42
0,180,30,6250,14.05,31,59,67,165,0.05,1,3,4,5,4.19
0,675,54,2250,3.07,52,83,18,43,0,1,3,5,4,3.35
4,130,10,5250,7.95,31,63,56,216,0.031,1,3,5,5,4.21
2,1175,237,3750,5.36,44,76,29,77,0,1,2,3,2,4.42
9,100,21,5250,6.88,37,68,37,143,0.113,1,3,5,5,2.78
6,6500,663,4750,6.65,36,67,41,154,0.264,2,2,2,1,4.01
2,45,15,6250,14.05,31,59,67,165,0.118,1,3,5,5,2.96
6,22000,522,2250,3.07,52,83,18,43,0.037,3,2,3,2,3.49
2,10550,2500,2250,3.07,52,83,18,43,0.04,2,1,1,1,3.96
3,3600,1339,5250,7.95,31,63,56,216,0.114,2,1,1,1,3.77
6,265,75,6250,14.05,31,59,67,165,0.088,1,3,4,4,4.05
1,3750,1211,3750,5.55,38,69,38,119,0.14,2,1,1,1,4.41
0,1775,255,3750,5.36,44,76,29,77,0.15,2,2,3,1,4.35
0,111000,4000,2250,3.07,52,83,18,43,0.03,3,1,1,1,4.02
3,400,80,6750,18.25,32,57,73,145,0,1,2,3,3,4.35
9,3600,1961,6750,19.25,30,56,65,158,0.22,1,3,4,3,3.14
4,130,11,5750,7.71,34,66,40,156,0.087,1,3,4,5,2.91
6,3650,1300,4250,6,36,67,41,154,0.076,2,1,1,1,4.13
4,3300,1280,2750,5.17,50,80,22,69,0.023,1,2,3,2,3.67
1,9050,2375,4250,6,36,67,41,154,0,2,1,1,1,4.35
2,27750,2747,4750,6.65,36,67,41,154,0.07,2,1,1,1,4.08
3,1175,143,4250,6,36,67,41,154,0.03,1,3,5,2,4.11
3,3225,1435,5250,7.95,31,63,56,216,0,2,1,1,1,3.8
7,185,10,5250,7.95,31,63,56,216,0.059,1,3,5,4,4.03
8,2100,200,4250,6,36,67,41,154,0.058,1,3,3,3,3.73
2,3175,1301,4750,6.25,32,65,50,230,0.16,2,1,1,1,4.24
3,6510,794,5250,7.95,31,63,56,216,0.09,2,3,5,2,4.05
2,1425,146,4250,6,36,67,41,154,0.07,1,3,4,3,4.29
1,3700,1700,3750,5.55,38,69,38,119,0,2,1,1,1,4.31
3,3450,1685,4250,6,36,67,41,154,0.051,2,1,1,1,3.85
1,70,20,5250,6.88,37,68,37,143,0.29,1,3,5,5,3.02
3,175,21,5750,10.6,30,62,63,189,0,1,3,5,5,4.02
7,110,10,5750,7.71,34,66,40,156,0.059,1,3,5,4,3.31
2,330,66,5750,10.6,30,62,63,189,0.06,1,2,3,3,4.36
5,360,55,5750,10.6,30,62,63,189,0.054,1,2,3,3,3.91
0,65,8,5250,6.88,37,68,37,143,0.16,1,3,5,5,3.26
0,23000,3084,2750,5.17,50,80,22,69,0,2,1,1,1,3.75
6,6000,1961,4750,6.65,36,67,41,154,0.117,2,3,4,2,3.92
8,3850,1279,4250,6,36,67,41,154,0,2,1,1,1,3.63
0,1100,500,6250,14.05,31,59,67,165,0,1,2,3,2,4.4
2,1400,98,4750,6.65,36,67,41,154,0.038,1,3,4,4,4.17
8,485,177,3750,5.55,38,69,38,119,0.019,1,2,3,3,3.62
3,3650,2005,3750,5.55,38,69,38,119,0,2,1,1,1,4.22
2,2450,1128,6250,14.05,31,59,67,165,0.079,2,1,1,1,4.13
0,20750,125,2250,3.07,52,83,18,43,0.03,3,3,4,2,3.75
2,45,15,6250,14.05,31,59,67,165,0.08,1,3,5,5,3.17
3,22250,2818,2750,5.17,50,80,22,69,0.037,3,1,1,1,3.75
3,525,155,5750,10.6,30,62,63,189,0,1,2,3,3,3.53
1,10000,2500,2250,3.07,52,83,18,43,0,2,1,1,1,4.19
3,575,150,3750,5.55,38,69,38,119,0,1,2,3,3,4.28
0,2125,285,4750,6.65,36,67,41,154,0.02,1,3,6,3,4.04
2,13100,3650,2250,3.07,52,83,18,43,0.04,2,1,1,1,4.04
8,1150,66,3250,4.93,46,78,26,53,0.045,1,3,5,3,3.97
3,105,25,4750,6.28,39,71,34,129,0,1,3,4,5,4.19
3,16500,975,4750,6.65,36,67,41,154,0.21,2,2,3,2,4.05
4,23000,1220,2750,5.17,50,80,22,69,0.088,2,2,3,1,4.26
0,3900,1470,4750,6.25,32,65,50,230,0,2,1,1,1,2.82
0,175,20,4750,6.28,39,71,34,129,0,1,3,4,5,3.89
4,65500,1582,2250,3.07,52,83,18,43,0.053,3,2,1,1,2.93
8,13000,2980,4250,6,36,67,41,154,0.021,2,1,1,1,4.37
1,8000,650,4250,6,36,67,41,154,0.01,1,2,3,2,4.17
3,15500,3250,4250,6,36,67,41,154,0.051,2,1,1,1,4.05
2,470,79,5750,7.71,34,66,40,156,0,1,3,4,4,3.38
6,3600,1400,4250,6,36,67,41,154,0.103,2,1,1,1,3.73
2,20000,3085,2750,5.17,50,80,22,69,0.069,3,1,1,1,3.94
2,6500,425,4750,6.65,36,67,41,154,0.05,1,2,3,2,4.17
3,4000,1800,3750,5.55,38,69,38,119,0.09,2,1,1,1,4.39
2,3500,1750,3750,5.55,38,69,38,119,0.051,2,1,1,1,4.29
0,175,30,4250,6.65,36,67,41,154,0.05,1,3,5,4,3.58
0,550,200,4250,5.8,41,73,31,100,0,1,2,3,3,4.51
6,3800,1750,3750,5.55,38,69,38,119,0.095,2,1,1,1,4.11
4,4000,1750,4250,6,36,67,41,154,0.08,2,1,1,1,4.32
0,825,139,5250,10.35,32,63,50,183,0.03,1,3,4,4,4.31
2,67500,2508,2250,3.07,52,83,18,43,0.051,3,2,1,1,3.55
8,370,125,6250,14.05,31,59,67,165,0.039,1,3,4,4,3.3
0,3270,805,2250,3.07,52,83,18,43,0.22,2,3,4,3,4.19
8,240,72,5750,7.71,34,66,40,156,0.04,1,3,4,4,3.64
4,600,60,1750,3.07,52,83,18,43,0.048,1,3,5,4,2.82
1,15900,3211,4750,6.65,36,67,41,154,0.08,2,2,3,1,3.98
1,70,20,5250,6.88,37,68,37,143,0.25,1,3,5,5,3.23
1,23000,3085,3250,7.58,41,70,36,108,0.03,2,1,1,1,3.34
1,75,15,5750,10.6,30,62,63,189,0,1,3,5,5,3.18
4,12000,598,4750,6.65,36,67,41,154,0.149,2,2,3,2,4.17
4,130,11,5750,7.71,34,66,40,156,0.089,1,3,4,5,2.89
3,150,30,6250,8.75,32,63,42,166,0.04,1,3,4,5,3.97
3,105,17,5250,6.88,37,68,37,143,0.08,1,3,4,5,4.15
5,3600,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.31
4,4300,1280,2250,3.07,52,83,18,43,0.039,1,2,3,2,4.23
0,390,50,4750,6.65,36,67,41,154,0,1,3,4,4,4.23
0,10000,2500,2250,3.07,52,83,18,43,0.07,2,1,1,1,4.17
6,3650,1750,4250,6,36,67,41,154,0.095,2,1,1,1,4.01
1,3500,330,5250,10.35,32,63,50,183,0.03,1,2,3,2,4.35
2,9500,2087,2250,3.07,52,83,18,43,0.046,2,1,1,1,3.49
6,850,45,4250,6,36,67,41,154,0.065,1,3,5,3,3.67
0,250,42,5250,7.95,31,63,56,216,0.08,1,3,4,4,4.06
2,12950,500,4750,6.65,36,67,41,154,0.02,2,2,3,2,3.8
0,3650,1460,5250,7.95,31,63,56,216,0.05,2,1,1,1,4.36
2,975,118,2750,5.17,50,80,22,69,0,1,3,5,3,4.11
4,3800,1513,4750,6.65,36,67,41,154,0.119,1,2,3,2,4.04
6,250,45,5750,7.71,34,66,40,156,0.021,1,3,4,4,3.57
6,500,64,3750,5.55,38,69,38,119,0.037,1,2,3,3,4.13
6,3700,1750,3750,5.55,38,69,38,119,0.122,2,1,1,1,4.26
2,4075,1435,5250,7.95,31,63,56,216,0.09,2,1,1,1,4.16
0,3825,1510,4250,6,36,67,41,154,0,2,1,1,1,4.01
2,9000,2375,2250,3.07,52,83,18,43,0.101,2,1,1,1,4.01
7,1200,271,4250,6,36,67,41,154,0,1,2,3,2,3.94
2,850,92,5250,10.35,32,63,50,183,0.01,1,3,4,4,4.21
0,13650,560,4750,8.25,33,65,45,176,0.1,2,2,3,2,3.84
1,13000,3640,2250,3.07,52,83,18,43,0,2,1,1,1,4.07
3,13500,2980,4250,6,36,67,41,154,0.046,2,1,1,1,3.88
0,525,200,4250,5.8,41,73,31,100,0.08,1,2,3,3,4.37
0,345,85,5250,10.35,32,63,50,183,0.13,1,3,5,4,3.59
3,230,28,4750,6.25,32,65,50,230,0.01,1,3,5,5,3.54
2,215,36,5750,7.71,34,66,40,156,0.03,1,3,4,4,3.74
4,3250,1459,2750,5.17,50,80,22,69,0.105,2,2,3,2,3.51
4,3500,1750,3750,5.55,38,69,38,119,0.116,2,1,1,1,4.17
3,4050,1750,4250,6,36,67,41,154,0.06,2,1,1,1,4.42
2,650,100,5750,10.6,30,62,63,189,0.038,1,2,3,3,4.39
0,10000,3290,2250,3.07,52,83,18,43,0.04,2,1,1,1,4.14
0,1775,301,3250,4.93,46,78,26,53,0.05,2,2,3,1,4.19
3,2800,1435,6250,14.05,31,59,67,165,0,2,1,1,1,4.19
5,1175,455,4250,5.8,41,73,31,100,0.01,1,2,3,2,3.98
2,6900,289,1750,3.07,52,83,18,43,0,2,3,4,2,3.59
2,3955,1301,3750,5.55,38,69,38,119,0.09,2,1,1,1,4.43
3,3850,1700,4250,6,36,67,41,154,0.04,2,1,1,1,4.24
4,700,157,5750,10.6,30,62,63,189,0.041,1,2,3,3,3.68
3,1200,375,4250,6,36,67,41,154,0,1,2,3,2,4.26
3,4750,1280,3250,7.58,41,70,36,108,0.05,1,2,3,2,4.1
0,600,65,5250,6.88,37,68,37,143,0.08,1,3,4,4,3.65
6,3700,1750,3750,5.55,38,69,38,119,0.144,2,1,1,1,4.34
4,25,2,4250,5.8,41,73,31,100,0.077,1,3,5,5,2.45
2,700,137,5750,10.6,30,62,63,189,0.083,1,2,3,3,3.58
0,2300,375,5250,10.35,32,63,50,183,0.01,1,2,3,3,4.24
2,2600,1470,5750,10.6,30,62,63,189,0.083,2,1,1,1,4.07
1,550,175,3750,5.36,44,76,29,77,0.07,1,2,3,3,4.32
4,385,40,4750,6.25,32,65,50,230,0.039,1,3,5,4,3.94
2,4575,1200,3250,7.58,41,70,36,108,0.11,1,2,3,2,4.18
4,220,85,6250,14.05,31,59,67,165,0,1,3,4,4,3.7
4,107000,5476,2250,3.07,52,83,18,43,0.072,3,1,1,1,2.38
3,340,60,6250,14.05,31,59,67,165,0,1,2,3,3,4.16
0,10318,459,4750,6.65,36,67,41,154,0.07,2,3,3,2,4
4,7500,663,4750,6.65,36,67,41,154,0.128,2,2,2,1,4.15
5,11050,190,1750,3.07,52,83,18,43,0.05,2,3,4,2,2.92
3,1100,225,5750,10.6,30,62,63,189,0.01,1,2,3,2,4.24
2,365,65,5750,10.6,30,62,63,189,0,1,2,3,3,4.4
5,2000,305,3750,5.36,44,76,29,77,0,2,2,3,1,4.02
5,360,88,5750,10.6,30,62,63,189,0,1,2,3,3,4.4
3,3850,425,4250,6,36,67,41,154,0.06,1,2,3,2,3.97
2,190,19,5250,6.88,37,68,37,143,0.06,1,3,4,5,3.95
1,3770,1550,4250,6.65,36,67,41,154,0.04,2,1,1,1,4.35
5,3500,1279,4250,6,36,67,41,154,0.029,2,1,1,1,3.29
6,2600,1142,5750,10.6,30,62,63,189,0.079,2,1,1,1,3.57
4,3900,359,3250,7.58,41,70,36,108,0.03,2,3,3,3,3.85
1,850,29,4750,6.65,36,67,41,154,0.083,1,3,6,4,3.17
3,650,75,7250,23.15,33,54,77,128,0.01,1,2,3,3,4.14
1,8000,2320,2250,3.07,52,83,18,43,0.13,2,1,1,1,4.36
0,440,40,4750,6.25,32,65,50,230,0,1,3,5,4,3.51
2,100500,3000,2250,3.07,52,83,18,43,0.06,3,2,1,1,2.55
0,240,30,4750,6.28,39,71,34,129,0.07,1,3,5,4,3.9
3,245,29,4250,5.8,41,73,31,100,0.08,1,3,5,4,3.92
1,3100,1610,4250,6,36,67,41,154,0,2,1,1,1,4.36
0,21000,5254,3250,7.58,41,70,36,108,0.04,2,1,1,1,3.41
4,3150,758,750,1.55,56,89,11,0,0.077,2,3,4,2,4.22
8,485,177,3750,5.55,38,69,38,119,0.026,1,2,3,3,3.85
1,110,30,4750,6.28,39,71,34,129,0.13,1,3,4,5,4.27
0,1850,200,4250,6,36,67,41,154,0.1,1,3,4,3,4.11
3,51000,3413,2250,3.07,52,83,18,43,0.053,3,1,1,1,4.16
1,3400,1339,4750,6.25,32,65,50,230,0.054,2,1,1,1,4.15
5,4100,1800,3750,5.55,38,69,38,119,0,2,1,1,1,4.38
0,3888,762,3250,7.58,41,70,36,108,0.09,1,2,3,2,4.2
1,4425,240,3750,8.78,43,72,32,102,0,1,3,3,3,4.12
6,650,138,5750,10.6,30,62,63,189,0.015,1,2,3,3,4.14
1,23900,3107,4750,6.65,36,67,41,154,0.25,2,1,1,1,4.23
1,3305,1440,4750,6.25,32,65,50,230,0.13,2,1,1,1,4.29
3,1200,375,3750,5.55,38,69,38,119,0,1,2,3,2,4.26
8,395,66,5750,10.6,30,62,63,189,0.029,1,2,3,3,3.64
3,500,180,4250,5.8,41,73,31,100,0.039,1,2,3,3,4.34
2,265,53,5750,10.6,30,62,63,189,0.056,1,2,3,3,3.17
0,70,20,5250,6.88,37,68,37,143,0.27,1,3,5,5,3.3
2,330,66,5750,10.6,30,62,63,189,0.06,1,2,3,3,4.34
0,675,54,1750,3.07,52,83,18,43,0.08,1,3,5,4,3.61
4,350,85,5750,10.6,30,62,63,189,0,1,2,3,3,4.26
3,950,235,4750,6.28,39,71,34,129,0.038,1,2,3,2,4.19
4,1300,430,4250,5.8,41,73,31,100,0,1,2,3,2,4.14
0,3705,1530,3750,5.55,38,69,38,119,0.05,2,1,1,1,4.29
0,525,60,3750,5.55,38,69,38,119,0.04,1,2,3,3,4.35
0,320,54,6250,14.05,31,59,67,165,0.01,1,3,4,4,4.23
1,900,117,6250,14.05,31,59,67,165,0.04,1,2,3,3,4.28
4,265,75,6250,14.05,31,59,67,165,0.039,1,3,4,4,4.21
3,370,80,5750,10.6,30,62,63,189,0.02,1,2,3,3,4.33
5,11050,190,1750,3.07,52,83,18,43,0.04,2,3,4,2,2.48
1,3045,250,2750,6.37,48,78,25,87,0.14,2,3,4,3,3.88
1,800,52,3750,5.55,38,69,38,119,0,1,2,3,3,4.05
3,3450,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.42
3,135,11,4750,6.28,39,71,34,129,0.07,1,3,5,5,2.34
5,1250,160,4250,5.8,41,73,31,100,0.063,1,2,3,2,4.3
4,550,85,7250,23.15,33,54,77,128,0,1,2,3,3,4.03
5,150,15,5750,7.71,34,66,40,156,0,1,3,4,5,3.93
4,5500,642,4250,6,36,67,41,154,0.02,1,2,3,2,4.16
5,4350,998,2250,3.07,52,83,18,43,0.041,2,2,3,2,4.01
6,370,125,6250,14.05,31,59,67,165,0.056,1,3,4,4,3.37
1,145,95,6250,8.75,32,63,42,166,0.05,1,3,4,5,4.38
8,600,72,5750,7.71,34,66,40,156,0.05,1,3,4,4,3
3,340,60,5750,10.6,30,62,63,189,0,1,2,3,3,4.18
6,1300,45,3750,5.36,44,76,29,77,0.03,1,3,5,3,4.24
5,5500,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.44
2,8500,2087,1750,3.07,52,83,18,43,0.027,2,1,1,1,3.87
2,1950,250,3750,5.36,44,76,29,77,0.04,2,2,3,1,4.29
0,65,5,4750,6.28,39,71,34,129,0,1,3,5,5,3.06
2,3500,378,1750,3.07,52,83,18,43,0.06,2,3,4,2,4.14
0,2444,804,6250,14.05,31,59,67,165,0.16,2,1,1,1,4.31
8,1300,455,4750,6.65,36,67,41,154,0.05,1,3,4,3,3.66
2,5500,425,4250,6,36,67,41,154,0.075,2,2,3,2,4.3
7,3700,251,4750,6.65,36,67,41,154,0.145,2,2,3,2,4.12
1,3878,1589,3750,5.55,38,69,38,119,0.12,2,1,1,1,4.49
3,2175,85,6750,18.25,32,57,73,145,0,1,2,3,3,4.38
5,235,19,3750,5.36,44,76,29,77,0,1,3,5,5,4.16
3,1100,350,3750,5.36,44,76,29,77,0,1,2,3,2,4.37
4,215,18,5750,10.6,30,62,63,189,0.105,1,3,5,5,3.09
4,1500,200,4250,6,36,67,41,154,0.03,1,3,4,3,4.35
6,335,63,5750,10.6,30,62,63,189,0.03,1,2,3,3,3.77
7,550,110,3750,5.55,38,69,38,119,0.028,1,2,3,3,3.86
7,185,10,5250,7.95,31,63,56,216,0.083,1,3,5,4,4.03
5,75,13,5750,7.71,34,66,40,156,0,1,3,5,5,3.24
4,85,4,5250,6.88,37,68,37,143,0.044,1,3,6,5,2.4
4,1550,403,4250,5.8,41,73,31,100,0.026,1,2,3,2,4.2
2,550,200,3750,5.36,44,76,29,77,0,1,2,3,3,4.35
2,11600,1044,4250,6,36,67,41,154,0.07,2,1,1,1,4.41
7,3250,1459,3250,7.58,41,70,36,108,0.079,2,2,3,2,3.46
2,700,137,5750,10.6,30,62,63,189,0.086,1,2,3,3,3.45
0,2000,175,4250,6,36,67,41,154,0,1,3,4,3,4.3
4,800,56,2750,5.17,50,80,22,69,0.053,2,3,3,4,3.73
4,4025,1800,3750,5.55,38,69,38,119,0.04,2,1,1,1,4.33
8,395,66,5750,10.6,30,62,63,189,0.028,1,2,3,3,3.99
7,150,15,6250,8.75,32,63,42,166,0.021,1,3,4,5,3.8
1,490,53,6750,18.25,32,57,73,145,0.06,1,2,3,3,4.22
4,3100,758,2250,3.07,52,83,18,43,0.091,2,3,4,2,4.21
2,11500,700,4750,6.65,36,67,41,154,0.135,2,2,3,2,4.14
2,4100,1348,4250,6,36,67,41,154,0.06,2,1,1,1,4.36
2,1075,350,5750,10.6,30,62,63,189,0.02,1,2,3,3,4.3
1,3450,1339,4250,6,36,67,41,154,0.029,2,1,1,1,4.02
2,550,111,6750,18.25,32,57,73,145,0.02,1,2,3,3,4.14
9,215,47,6250,8.75,32,63,42,166,0.035,1,3,4,5,3.48
4,3825,1460,4250,6,36,67,41,154,0.03,2,1,1,1,4.33
3,3975,1750,3750,5.55,38,69,38,119,0.08,2,1,1,1,4.43
3,650,80,6750,18.25,32,57,73,145,0,1,2,3,3,4.15
4,2125,71,5750,10.6,30,62,63,189,0,1,3,4,3,4.24
4,340,55,6250,14.05,31,59,67,165,0,1,3,4,4,4.21
0,650,200,3750,5.36,44,76,29,77,0.07,1,2,3,3,4.31
4,20000,3026,2750,5.17,50,80,22,69,0.043,3,1,1,1,3.5
1,4750,1534,4750,6.25,32,65,50,230,0,2,1,1,1,4.42
0,2675,267,4250,6,36,67,41,154,0.09,1,3,4,3,4.27
6,345,85,5250,6.88,37,68,37,143,0.039,1,3,4,4,2.98
0,8445,2125,1750,3.97,52,83,18,43,0.22,2,1,1,1,4.02
3,3300,1400,5250,10.35,32,63,50,183,0.12,2,1,1,1,3.7
3,3850,425,4250,6,36,67,41,154,0.054,1,2,3,2,4.03
0,30,2,4250,5.8,41,73,31,100,0,1,3,5,5,3.66
0,360,50,5750,10.6,30,62,63,189,0.04,1,2,3,3,4.44
4,130,11,4750,6.28,39,71,34,129,0.029,1,3,4,5,3.82
1,1775,301,3750,5.36,44,76,29,77,0.02,2,2,3,1,4.16
2,360,45,4750,6.25,32,65,50,230,0.027,1,3,4,4,3.97
2,370,80,6250,14.05,31,59,67,165,0.04,1,2,3,3,4.4
1,3250,1470,4750,6.25,32,65,50,230,0.062,2,1,1,1,4.28
0,435,35,1750,3.07,52,83,18,43,0.01,1,3,5,4,4.06
0,1300,30,3250,4.93,46,78,26,53,0.08,1,3,5,3,4.41
0,13750,2300,2250,5.17,50,80,22,69,0.03,2,1,1,1,4.26
2,20000,3085,2750,5.17,50,80,22,69,0.053,2,1,1,1,4.21
1,155,95,6250,8.75,32,63,42,166,0.13,1,3,4,5,4.29
1,3000,350,5250,10.35,32,63,50,183,0.08,1,2,3,3,4.17
4,1100,367,5750,10.6,30,62,63,189,0.059,1,2,3,2,3.91
1,1875,378,6750,18.25,32,57,73,145,0.05,1,2,3,3,4.31
0,650,133,5750,10.6,30,62,63,189,0.039,1,2,3,3,3.87
4,75,13,5250,6.88,37,68,37,143,0.058,1,3,5,5,3.29
6,335,63,6750,18.25,32,57,73,145,0.034,1,2,3,3,3.46
7,750,157,5750,10.6,30,62,63,189,0.035,1,2,3,3,3.74
1,4000,1075,2750,5.17,50,80,22,69,0.029,1,2,3,2,4.3
2,14500,973,2250,3.07,52,83,18,43,0.1,2,3,3,2,3.18
0,285,30,6250,8.75,32,63,42,166,0,1,3,4,4,4.02
0,3900,1283,3750,5.55,38,69,38,119,0.04,2,1,1,1,4.28
2,25,2,4250,5.8,41,73,31,100,0.113,1,3,5,5,2.78
1,3775,1460,4250,6,36,67,41,154,0.05,2,1,1,1,4.19
5,3750,254,3250,7.58,41,70,36,108,0.022,2,2,3,3,3.93
9,170,14,3750,5.55,38,69,38,119,0.043,1,3,5,5,3.85
0,6750,500,4750,6.65,36,67,41,154,0.01,2,2,3,1,4.37
8,240,72,6250,8.75,32,63,42,166,0.038,1,3,4,4,3.25
1,650,138,6250,14.05,31,59,67,165,0.037,1,2,3,3,3.85
0,13000,3640,2250,3.07,52,83,18,43,0.01,2,1,1,1,4.21
7,5500,559,5750,12.9,31,60,55,179,0.217,1,3,4,3,3.6
0,2800,375,5250,10.35,32,63,50,183,0.09,1,2,3,3,3.98
5,235,19,6250,8.75,32,63,42,166,0,1,3,5,5,3.96
0,3650,1460,5250,7.95,31,63,56,216,0.07,2,1,1,1,4.43
3,119000,3413,2250,3.07,52,83,18,43,0.074,3,1,1,1,2.96
1,1300,262,4750,6.28,39,71,34,129,0,1,2,3,2,4.33
0,3943,1550,3750,5.55,38,69,38,119,0.08,2,1,1,1,4.45
5,650,100,5750,10.6,30,62,63,189,0.047,1,2,3,3,3.48
1,5500,320,6250,15.9,30,58,60,171,0.088,2,2,3,2,4.1
1,2900,120,8250,31.05,29,49,77,109,0.12,1,3,4,3,3.96
4,1100,367,6250,14.05,31,59,67,165,0.097,1,2,3,2,3.85
0,14950,2100,4250,6,36,67,41,154,0,2,1,1,1,4.1
2,50,8,5250,6.88,37,68,37,143,0.28,1,3,5,5,2.99
3,6000,1367,1750,3.07,52,83,18,43,0,1,2,3,2,4.35
1,3700,1339,4250,6,36,67,41,154,0.021,2,1,1,1,4.14
4,1300,455,4250,6,36,67,41,154,0.04,1,3,4,3,4.03
2,130,10,4750,6.28,39,71,34,129,0.096,1,3,5,5,3.2
0,650,133,5750,10.6,30,62,63,189,0.035,1,2,3,3,4.14
3,4750,1237,1750,3.07,52,83,18,43,0.01,1,2,3,2,4.21
2,550,92,5250,6.88,37,68,37,143,0,1,3,4,4,3.62
5,5000,1470,4750,6.25,32,65,50,230,0.089,2,1,1,1,4.18
3,1050,360,6250,14.05,31,59,67,165,0.071,1,2,3,2,4.07
2,290,85,4750,6.28,39,71,34,129,0.02,1,3,4,4,3.75
7,8500,576,3750,5.55,38,69,38,119,0.048,2,2,3,2,3.81
7,185,10,5250,7.95,31,63,56,216,0.036,1,3,5,4,3.91
1,430,86,7250,23.15,33,54,77,128,0.02,1,2,3,3,4.35
8,240,72,6250,14.05,31,59,67,165,0.031,1,3,4,4,3.03
0,2622,250,2250,5.17,50,80,22,69,0.05,2,3,4,2,3.55
1,365,73,5750,10.6,30,62,63,189,0.04,1,2,3,3,4.26
2,4150,1365,4250,6,36,67,41,154,0.09,2,1,1,1,4.43
9,215,47,5750,7.71,34,66,40,156,0.027,1,3,4,5,3.32
0,650,133,5750,10.6,30,62,63,189,0.03,1,2,3,3,4.12
3,105,25,4750,6.28,39,71,34,129,0,1,3,4,5,4.24
3,65,8,5750,7.71,34,66,40,156,0.23,1,3,5,5,3.06
4,3400,1470,5250,7.95,31,63,56,216,0.09,2,1,1,1,3.61
2,5300,700,4250,6,36,67,41,154,0.05,1,2,3,2,4.05
1,1125,220,3750,5.36,44,76,29,77,0.03,1,2,3,2,4.44
1,23250,3118,2750,5.17,50,80,22,69,0.02,3,1,1,1,4.3
1,23000,3084,3250,7.58,41,70,36,108,0,3,1,1,1,3.79
5,1000,150,2750,5.17,50,80,22,69,0.03,1,3,5,3,4.01
1,8500,2375,1750,3.07,52,83,18,43,0.324,2,1,1,1,2.9
5,4100,1470,4250,6,36,67,41,154,0,2,1,1,1,4.38
2,12000,4500,2250,3.07,52,83,18,43,0.133,2,1,1,1,3.97
5,5500,1435,5250,7.95,31,63,56,216,0,2,1,1,1,4.4
4,54500,2930,2250,3.07,52,83,18,43,0.061,3,2,1,1,3.51
1,26000,3315,4750,6.65,36,67,41,154,0.07,2,1,1,1,4.12
2,900,90,4750,6.65,36,67,41,154,0.053,1,3,5,4,4.22
4,340,55,6250,14.05,31,59,67,165,0,1,3,4,4,4.24
